序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource,Score
445,【666！成都饲养了一只世界最长昆虫 获得吉尼斯世界纪录证书】#住在成都#今日，成都华希昆虫博物馆馆长赵力收到一份吉尼斯世界纪录证书。证书翻译为中文为：“最长的昆虫是一种竹节虫(中国巨竹节虫)，腿完全伸展测量为640毫米，由成都华希昆虫博物馆在中国四川省成都市饲养，在2017年8月公布。”这是继 ????????...展开全文c, 9月16日 19:45,10,27,31,微博 weibo.com,Fm6KKwPxk,0,978,-763,2,0.7515192983005643
446,【松松软软的红糖发糕】#美食成都#用红糖制作的一道甜品，成都的很多早点摊摊上有卖。自己也可以在家做，做法简单，但是营养可是不含糊 ??????~（四川美食搜索） ????????, 9月16日 19:21,670,62,559,微博 weibo.com,Fm6APhV8n,0,979,-764,2,0.6524724284849316
447,【简阳市歌入围歌词出炉啦，邀您来作曲】#全域成都#自7月25日简阳市歌征集启事发布以来，来自全国各地广大创作者围绕简阳自然风光、历史文化、民俗风情、特色品牌等，踊跃创作、积极投稿。截止2017年8月31日，共征集到歌词505首。经专家评审委员会按照公正、公平的原则，通过初评、复评等程序， ????????...展开全文c, 9月16日 18:55,8,20,9,iPhone 6,Fm6qdfPUN,0,980,-765,2,0.7259539244231432
448,#美食成都#早秋穿搭小布我虽然不怎么了解，但是早秋喝哪些汤比较好我还是清楚的。30种汤的做法！快来get! @四川美食 ????????, 9月16日 18:05,32,12,31,微博 weibo.com,Fm666zhv9,0,981,-766,2,0.6030260163903236
449,【9月18日起，至西博城学历入户办理点乘坐T1公交车】#住在成都#9月18日（下周一）起，天府新区政务中心至西博城户籍办理点的摆渡车停运，到天府新区办理普通全日制大学本科及以上学历青年人才和技能人才落户的人员，可在政务中心外的公交站（天府新区政务中心站）乘坐T1公交车到天府海关站下（免费乘坐 ????????...展开全文c, 9月16日 17:25,10,9,11,微博 weibo.com,Fm5PXpynZ,0,982,-767,2,0.5778494184459299
450,#VR看成都#@成都青白江 不仅有小清新的凤凰湖，更有国际范儿的自贸区，驰名天下的蓉欧快铁更是从这里出发、通向全世界哦~#成都政能量联盟#, 9月16日 16:56,8,3,91,微博 weibo.com,Fm5E1wdwe,0,983,-768,2,0.7400079889243691
451,【一起来了解成都市三期学前教育行动计划】#住在成都#日前，成都市教育局、发改委、财政局和人社局等四部门印发了《成都市第三期学前教育行动计划（2017-2020年》。三期行动计划对成都市未来几年学前教育改革作了全面部署，明确了发展思路、发展目标和任务措施。小布带你九图读懂它~ ????????...展开全文c, 9月16日 16:15,14,6,10,微博 weibo.com,Fm5nzt52t,0,984,-769,2,0.6963566218613089
452,【父亲在地铁上吐了，儿子先擦父亲再收拾车厢】#住在成都#据网友@叫我鱼泡 成都地铁上，一名初中生接父亲回家。应酬喝多了的父亲，一上地铁就吐了，车厢里全是味道，男孩先忙着擦掉父亲身上的呕吐物，又蹲在地上擦车厢，最后才擦自己身上的脏东西。身边的人递给他纸巾，他还笑着说谢谢。暖！ ????????...展开全文c, 9月16日 15:35,24,67,1006,微博 weibo.com,Fm57psxYr,0,985,-770,2,0.7830946358707249
453,【开口跪！成都高校2000多名女生军训合唱《小幸运》！】#住在成都#9月13日，成都师范学院北体育场军训现场，2000多名女生合唱《小幸运》，现场气氛超温情，看完现场，感觉一秒穿越回青春时期。（@成都这点事）L一手video的秒拍视频 ????????, 9月16日 14:58,75,81,140,微博 weibo.com,Fm4SfbCmm,0,986,-771,2,0.6866814416948408
454,【注意！成都将于9月18日14时30分至53分试鸣三种防空警报】#住在成都#经成都市人民政府批准，定于2017年9月18日14时30分至14时53分在全市行政区域内试鸣三种防空警报试鸣演练信号。14时30分“预先警报”：鸣36秒，停24秒，反复三遍(时间三分钟);14时40分“空袭警报”：鸣6秒，停6秒，反复十五遍(时间三 ????????...展开全文c, 9月16日 14:17,79,54,217,微博 weibo.com,Fm4BntgZL,0,987,-772,2,0.7592872240606099
455,#生活服务#又一波漂亮的树！手帐必备，转存备用吧~（画视频）L画视频的秒拍视频 ????????, 9月16日 13:50,26,3,27,微博 weibo.com,Fm4qq7x5N,0,988,-773,2,0.5680005477530212
456,【如果这条微博你们能评论，就表示你的帐号已经实名登记啦！】#住在成都#继QQ群、微信群等互联网群组要求实名制后，新浪微博日前也发出相关公告，要求所有的新浪微博用户，必须在9月15日之前完成实名验证，否则将无法再发送评论及新的微博。你实名了吗？赶紧试试，让我感受你的存在！ ????????, 9月16日 13:19,15,1262,46,微博 weibo.com,Fm4dQ4oN3,0,989,-774,2,0.7454760701909066
457,【细雨绵绵午后歇 夜间小雨再敲门】#成都午间天气#秋日绵雨真心适合待在家呀！11时全市均温21.4℃，@成都气象 说，午后雨水小歇，天空稍稍好转（日最高26℃），夜间雨水将重归，小雨成为主角，西部个别地方有中雨。这细雨秋风虽为您出行带来了烦恼，但是空气清新体感舒适，特别适合调整疲惫的身心。 ????????, 9月16日 12:49,4,8,8,微博 weibo.com,Fm41F43F0,0,990,-775,2,0.7995445320672393
458,【成都肥肠哪家强？】#美食成都#成都吃货们总是把外地人望而却步的东东当成宝！比如说，肥肠~最强肥肠攻略！拿走不谢！（华西都市报） ????????, 9月16日 12:19,71,32,47,微博 weibo.com,Fm3PFgtHO,0,991,-776,2,0.6501406651741266
459,【9月底异地就医直接结算 这些重点得知道，和你有关！】#生活服务#今年9月底前，我国将基本实现“跨省异地就医住院费用直接结算”。 关于“跨省就医”我们要了解：哪些人、什么条件可以申请？异地结算的流程是怎样的？如何办理备案手续？报销金额有区别吗？戳图↓了解！ ????????@央视新闻 ????????, 9月16日 11:37,22,3,10,微博 weibo.com,Fm3yDxGqj,0,992,-777,2,0.603718286466971
460,【摩洛哥旅游部国务秘书：正积极推动摩洛哥和成都定期直航 】#联合国世界旅游组织第22届全体大会#摩洛哥旅游部国务秘书拉米娅·布塔勒布在接受专访时表示，这是她第一次来成都，也是她上任之后的首个国际出访。在她眼中，成都最具有吸引力的莫过于熊猫，但同时，整座城市的建筑以及在此受到的热情招待也 ????????...??查看图片展开全文c, 9月16日 11:08,28,17,23,微博 weibo.com,Fm3n1mFL7,0,993,-778,2,0.7682698391707987
461,#VR看成都#一起来看都江堰水利工程，这是全世界迄今为止，年代最久、唯一留存、一直使用、以无坝引水为特征的宏大水利工程，VR全景图戳↓↓#成都政能量联盟#, 9月16日 10:40,16,7,269,微博 weibo.com,Fm3bGq6DF,0,994,-779,2,0.7758876622454673
462,#秒拍成都#成都除了景点景色美之外，不少高校的景色也是美不胜收。网友@风一样的小院青城????拍的@四川大学 就相当巴适，你不来晒晒你的学校？ ????????, 9月16日 10:09,16,33,72,微博 weibo.com,Fm2YHcnKJ,0,995,-780,2,0.7113420431291013
463,【联合国世界旅游组织秘书长塔勒布：这段奇妙的旅程只能在成都发生】#联合国世界旅游组织第22届全体大会#昨晚，美丽中国·香格里拉之夜举行。晚宴上，联合国世界旅游组织秘书长塔勒布感叹良多，“这周是一段奇妙的旅程，是继续我们友谊的一周。而这一段奇妙的旅程只能在成都发生。开幕晚宴上我想象大会 ????????...??查看图片展开全文c, 9月16日 09:40,4,3,7,微博 weibo.com,Fm2NdBTLS,0,996,-781,2,0.7725617242167147
464,【人社部公布140项国家职业资格目录，其他一律不认可！】#博闻广记#近日，人社部公布140项国家职业资格目录。其中包括专业技术人员职业资格59项，技能人员职业资格81项。目录之外一律不得许可和认定职业资格。戳图↓↓考证认准这140项，其他统统不用考！转发周知！@人民日报 ????????, 9月16日 09:11,29,6,15,iPhone 6,Fm2ByhGfQ,0,997,-782,2,0.7524176387068033
465,【截止今晨7时，成都主城区空气质量 良】#空气质量#@成都环保 说，根据成都市环境空气质量实时监测显示，截止时间9月16日7时主城区空气质量指数类别 良 空气质量实时数据详见O网页链接 ????????, 9月16日 08:45,3,2,3,iPhone 6,Fm2qH9V3b,0,998,-783,2,0.6868099731425346
466,【晨起第一杯水，你喝对了吗？】#气象与生活#①白开水是最佳选择；②最不推荐淡盐水，特别是高血压、心脑血管疾病患者更不能喝；③蜂蜜水适合便秘人群，不能空腹喝；④空腹喝柠檬水可能会增加胃酸过多人群的胃部不适。@生命时报, 9月16日 08:11,2,3,7,iPhone 6,Fm2dbqADz,0,999,-784,2,0.5852055237765164
467,【天空仍忧郁 小雨早晚来】#早安成都#美好周六到，今天你的闹铃响了____次，才起床？ ??????@成都气象 说，今天白天云层依旧盖蓉城，早间滴答的小雨和午后短暂多云天都只是跑个龙套而已，午后最高气温27℃。 ????????, 9月16日 07:39,9,23,7,iPhone 6,Fm1ZXajoa,0,1000,-785,2,0.7756761867862343
468,【这只喵星人成精了 居然开口叫“妈妈”】#晚安成都#近日，一只会叫妈妈的宠物猫火了。这只喵星人的“铲屎官”安小姐表示，这只猫叫毛太美，今年3岁，没事老对它说“叫妈妈”，有一天就发现它会叫了。别人家的猫......据@时间视频????L时间视频的秒拍视频 ????????, 9月15日 23:15,14,34,33,微博 weibo.com,FlYHg3gAW,0,1001,-786,2,0.7479532335335464
469,【十年前，你用的啥手机】#网事聚焦#十年前，我们还不晓得苹果手机的时候，你在用_______手机？据说诺基亚最火？图据 网络 ????????, 9月15日 22:33,14,105,23,微博 weibo.com,FlYqd6xpA,0,1002,-787,2,0.67248280206725
470,#网事聚集#你们发现了吗？微博出了一个新表情：给微博这个新出的表情跪了给发布的粉丝大佬们跪了请收下小编的膝盖 ????????, 9月15日 21:52,18,136,31,微博 weibo.com,FlY9zhdVm,0,1003,-788,2,0.6770028684961051
471,【关晓彤要携公司入驻四川国际文化人才港啦！】#住在成都#9月17日，成都·武侯区影视文化产业发展论坛系列活动将举行，“90后四小花旦”之一的@关晓彤 ，将携彤梦心缘（成都）文化传媒有限公司签约入驻四川国际文化人才港，助推武侯区打造影视文化人才高地。 ????????, 9月15日 21:16,21,53,92,微博 weibo.com,FlXUWD7Ib,0,1004,-789,2,0.6378495645333976
472,【5分钟办公室瘦腿运动】#生活服务#越努力工作的人越容易发胖，久坐不动死亡风险或翻倍，整天坐在办公室却还想健康的人看过来！！这套瘦腿运动，在办公桌前就能做，简单易学。每天拿出一小部分时间来，坚持，就一定能看到效果！via 健身博主 L健身博主的秒拍视频 ????????, 9月15日 20:40,46,6,46,微博 weibo.com,FlXGlhiMh,0,1005,-790,2,0.7557260466830283
473,【好方便！家门口交税交罚单 成都成华区第二批5家“市民驿站”试运行】#宜居成都#第二批“市民驿站”服务事项增至96项，实现了国税、地税服务终端机整合。同时，新开发上线的政务服务自助办理一体机，植入了语音提示、人脸识别、指纹采集等功能。市民在这里可以自主进行老年证办理、房屋租赁登记备案、 ????????...展开全文c, 9月15日 20:09,7,6,12,微博 weibo.com,FlXtLckTM,0,1006,-791,2,0.7029994599340558
474,【50多个“一带一路”国家和地区侨商 赶来四川考察项目】#第二届西博会进出口暨国际投资大会#由四川省政府、中国侨商联合会主办，以“筑梦丝路??侨行天下??商通五洲”为主题的“2017一带一路华商峰会暨海外侨胞故乡行”活动今天在成都举行。作为“2017西博会进出口展暨国际投资大会”的专题活动，吸引 ????????...展开全文c, 9月15日 19:38,5,1,12,微博 weibo.com,FlXhb5Lqm,0,1007,-792,2,0.7278809572543502
475,【沃尔沃切割展车、泰国的乳胶枕、日韩的化妆品、内江的小面、毛里塔尼亚的手工饰品 逛西博会感觉像在环游世界】在#第二届西博会进出口展暨国际投资大会#逛展，沃尔沃切割展车、泰国的乳胶枕、日韩的化妆品、内江的小面、毛里塔尼亚的手工饰品 ......75个国家和地区的特色产品“排排坐”，各自拿出看家 ????????...展开全文c, 9月15日 19:07,5,20,15,微博 weibo.com,FlX4B0Rx7,0,1008,-793,2,0.7447309966426193
476,【新奇！成都现共享书屋：个人可共享多余书籍】#住在成都#共享单车、充电宝、电马儿，忽如一夜春风来，共享已深度融入生活，如今还有什么能共享?今天又解锁一个——共享书屋。共享书屋定位为大型图书馆的有益补充，分布在小区门口、主要街道或者学校附近，每次最多借三本，三天内免费借读。个人多余书 ????????...展开全文c, 9月15日 18:36,21,23,23,微博 weibo.com,FlWS0z6BC,0,1009,-794,2,0.7135878919791578
477,【666！成都摄影师获天文摄影界奥斯卡大奖】#住在成都#9月15日凌晨，刚刚揭晓的2017年度格林威治天文台天文摄影比赛传来好消息，来自成都的星空摄影师“阿五”从全球众多摄影师中脱颖而出，获得星野组第二名。包括阿五在内，仅有四位中国摄影师获得此项奖项。图一为获奖作品O网页链接 ????????, 9月15日 18:05,9,17,124,微博 weibo.com,FlWFqw50K,0,1010,-795,2,0.7664216695638002
478,【成都部分兔火锅介绍 快把攻略拿起走】#美食成都#说到吃兔兔，我们四川人民最有发言权下面整理了几家成都好吃的兔火锅，资深吃货推荐！兔兔那么可爱，就是要拿来吃呀！据@成都美食 图据 网络 ????????, 9月15日 17:29,135,83,97,微博 weibo.com,FlWqOuBLp,0,1011,-796,2,0.7334252680638135
479,【电子科大学生“留住”诺奖得主朱棣文】#住在成都#因为两年前对5名@电子科技大学 “立人班”学生的一个口头承诺，来蓉参加“海科会”的诺贝尔物理学奖获得者、前美国能源部长朱棣文改变了行程，14日专门到访电子科大，并受聘成为该校名誉教授。并以“生命太短暂，不能空手过”为题，为学生们带来了一 ????????...展开全文c, 9月15日 16:59,11,11,94,微博 weibo.com,FlWeDy94I,0,1012,-797,2,0.7898495065167694
