序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
358,【救援保畅！都汶、绵广、广甘高速公路目前通行正常已预留救援车道】#四川九寨沟7.0级地震#8月8日22时45分，因九寨沟地震，都汶高速、广甘高速、二绕西段、成灌高速、成彭高速、绵广高速、绕城高速全线收费站实行救援车辆“保通保畅“应急预案；都汶高速，每个收费站都有一根车道保证救援车辆顺利通行 ????...展开全文c,8月8日 23:24,9,11,45,微博 weibo.com,FgcwkgQTJ,1,9835,555,9
359,#地震快讯#中国地震台网正式测定：08月08日21时19分在四川阿坝州九寨沟县（北纬33.20度，东经103.82度）发生7.0级地震，震源深度20千米。,8月8日 21:54,9,9,6,专业版微博,FgbVCCfji,1,9836,556,9
﻿序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
868,#地震快讯# 中国地震台网正式测定：08月27日08时58分在四川阿坝州九寨沟县（北纬33.20度，东经103.74度）发生3.4级地震，震源深度15千米。 ????????, 8月27日 09:07,5,11,28,微博 weibo.com,Fj01D1Yn8,1,10917,557,10
1158,#抗震救灾气象行动#【九寨沟地震灾区转入过渡安置和灾后恢复重建阶段】据新华社四川九寨沟8月16日电 （记者江毅、刘海、吴文栩）“8·8”九寨沟7.0级地震抗震救灾指挥部16日举行的第五次会议透露，当前地震灾区抢险救援、应急安置阶段任务已总体完成，进入过渡安置和灾后恢复重建阶段。灾区将尽快启动灾 ????????...展开全文c, 8月17日 10:05,转发,1,11,微博 weibo.com,Fhu8y6zF9,1,11207,558,10
1191,#抗震救灾气象行动# 地震发生时，九寨沟县城的震感也很剧烈。张爱梅感到脚下的楼板像鼓面一样跳了几下，随即，值班室的灯全灭了。她的第一反应是山体滑坡砸坏了供电站，但随后袭来的眩晕感让她明白，又地震了！ °情聚八方 心牵九寨——记九寨沟地震气象应急保... ????????, 8月16日 10:08,14,4,17,微博 weibo.com,FhkJ4tdxB,1,11240,559,10
1199,#象博士说早安# 在路上，早安图为九寨沟地震奔赴一线采访的中国气象报记者。 ????????, 8月16日 06:35,7,8,95,微博 weibo.com,FhjksszXr,1,11248,560,10
1204,#抗震救灾气象行动#【一份全面的地震灾害防范指南】多一份准备，多一点知识，就能增加一点在灾难中的存活机率。这份地震灾害防范指南，分为日常物品储备、可携带应急背包、室内准备、室外准备、防灾教育5部分，帮助你和家人了解日常生活中的必要防范，并平安度过地震灾害。L分钟学堂的秒拍视频 ?????? ????????, 8月15日 17:32,43,4,18,Weico.Android,FhecLg50a,1,11253,561,10
1208,#抗震救灾气象行动#【九寨沟举行公祭活动：近千人肃立默哀 献花悼念】8月15日10时许，警报声、汽笛声在九寨沟县城新区文化广场上空响起，悼念“8·8”九寨沟7.0级地震遇难同胞。近千人整齐列队，庄严肃立，默哀1分钟，缅怀在地震中遇难的同胞。@新京报我们视频 L新京报我们视频的秒拍视频 ?????? ????????, 8月15日 15:41,8,4,34,Weico.Android,FhdtRcBBb,1,11257,562,10
1211,福利又来了#抗震救灾气象行动#, 8月15日 14:50,5,3,21,iPhone 6s Plus,Fhd9g1BSg,1,11260,563,10
1216,#抗震救灾气象行动# 中国地震台网正式测定：08月15日11时58分在吉林松原市宁江区（北纬45.42度，东经124.75度）发生4.5级地震，震源深度7千米。@震长 ????????, 8月15日 12:47,3,15,22,Weico.Android,Fhcl7cCtE,1,11265,564,10
1219,【四川#九寨沟地震#前后航拍影像对比】2017年8月8日21时19分，四川九寨沟发生7.0级地震，震源深度20千米。地震发生后，九寨沟景区内的火花海、诺日朗瀑布、箭竹海等景点不同程度受损。据了解，九寨沟的景观修复可能会是一个漫长过程。(中新社记者 刘忠俊 摄) ????????, 8月15日 10:30,36,30,27,微博 weibo.com,Fhbrlh4Ah,1,11268,565,10
1231,#抗震救灾气象行动#【雨后，九寨沟出现彩虹 】8月12日下午5点多，九寨沟县下了一场大雨，雨停后，在四川消防救援队伍的临时指挥部上空，烟雨缭绕的群山衬托下，出现美丽彩虹。美丽的彩虹，让刚刚经历一场灾害的九寨沟居民，有了一份难得的宁静。愿时间抚平伤痕，祝福九寨！（东方IC） ?? ?????? ????????, 8月15日 07:37,14,6,66,Weico.Android,Fhajdrq9k,1,11280,566,10
1247,#百度地震云词条修订# 分享一个好消息：曾经误导无数网友的百度百科“地震云”词条，在来自中国气象局、中科院等多位学者的共同努力下终于完成了勘误和修改。 ??????#抗震救灾气象行动# 图②为九寨沟雨后彩虹~  ????????, 8月14日 12:42,19,12,97,Weico.Android,Fh2SzwxUv,1,11296,567,10
1252,我发表了新文章： °????【一线直击】最美逆行：快！到震区去！ ????????, 8月14日 09:58,2,1,12,粉丝服务平台,Fh1OcdZJZ,1,11301,568,10
1253,#抗震救灾气象行动# #九寨沟地震# 在灾害面前，有些人，因为自己的任务与责任，选择了逆向而行，不惧危险、迎难而上。 °????【一线直击】最美逆行：快！到震区去！ ????????, 8月14日 09:55,16,5,26,微博 weibo.com,Fh1MS4dkh,1,11302,569,10
1257,#九寨沟地震##抗震救灾气象行动#【71秒！中国地震预警为生命争分夺秒】8月11日中组部《共产党员手机报》上刊登了题为《中国地震预警为生命争分夺秒》的报道，高度评价了成功预警了九寨沟7级地震的大陆地震预警网。据了解，该预警网的牵头研发人员王暾博士，既是中组部认定的国家“千人计划”人才、又 ????????...展开全文c, 8月14日 08:40,3,2,26,微博 weibo.com,Fh1iw5IE4,1,11306,570,10
1261,赞#九寨沟地震# #抗震救灾气象行动# //@一颗昴宿星:前几天怼了一个民科，其实并没有什么用，科研很艰难，科普也很艰难。, 8月13日 23:32,3,5,20,iPhone 6s Plus,FgXHMj27H,1,11310,571,10
1263,#抗震救灾气象行动##九寨沟地震# 这是昨天下午九寨沟的雨后双彩虹 ????????, 8月13日 16:38,12,14,186,iPhone 6s Plus,FgUZVnyJz,1,11312,572,10
1264,#抗震救灾气象行动##九寨沟地震# 这是现在的九寨沟，实景拍摄，依然美丽。@震长 供图 2北京·车道沟 ????????, 8月13日 16:35,24,26,172,iPhone 6s Plus,FgUYSkjZI,1,11313,573,10
1272,【为生命转发！三分钟学会地震外伤出血急救】8月8日至9日，四川九寨沟地震和新疆精河6.6级地震接连发生，救援紧张进行。地震后出现外伤出血，如何对伤口进行评估？不同伤口适用的急救方法是什么？施救时有哪些注意事项？戳视频↓关键时刻用得上！ L人民日报的秒拍视频 ????????, 8月13日 09:07,22,5,37,iPhone 6s Plus,FgS2V5pd2,1,11321,574,10
1274,#抗震救灾气象行动# 【精河震区天气预报】今天白天至夜间，精河震区小雨（2～5mm），南部山区中到大雨，阵风6～7级，夜间最低气温16～20℃；13-15日白天，震区天气晴好；15日夜间-17日白天，震区断续小雨，南部山区中雨。 ????????, 8月13日 08:37,2,2,8,iPhone 6s Plus,FgRQIxU6j,1,11323,575,10
1275,#抗震救灾气象行动# 【九寨沟震区天气预报】今天白天至夜间，九寨沟震区阴天有分散性阵雨（1～3mm），13日之后以晴间多云天气为主；夜间最低气温10～15℃，海拔较高处6～7℃。 ????????, 8月13日 08:36,转发,1,9,iPhone 6s Plus,FgRQ45A4l,1,11324,576,10
1284,#抗震救灾气象行动#【实拍震后九寨沟景区：落石之下，水依然蓝、花仍旧开】10日，记者深入九寨沟景区腹地，近距离拍到九寨沟震后景区，两分钟全纪录火花海、老虎海、犀牛海、镜海、诺日朗瀑布、珍珠湖、树正海等画面。L成都商报的秒拍视频 虽然地震中“受伤”，我们相信，九寨会依然美丽！ ?????? ????????, 8月12日 16:21,19,7,38,Weico.Android,FgLsEifyY,1,11333,577,10
1290,#抗震救灾气象行动# 【九寨沟震区一线直击】视频访问中国救援队冯海峰处长：救援需要短临预报信息，对此次救援气象保障服务感到满意。（程卫疆 段昊书 黄彬） L中国气象局的秒拍视频 ????????, 8月12日 13:22,3,1,23,Android,FgKhL1zJn,1,11339,578,10
1293,#抗震救灾气象行动# 【九寨沟震区一线直击】（中国气象报记者 段昊书） L中国气象局的秒拍视频 ????????, 8月12日 12:04,1,2,38,秒拍网页版,FgJM09Ox1,1,11342,579,10
1294,#抗震救灾气象行动# 【九寨沟震区一线直击】一支中国救援队正整装待发，将展开搜救任务。（中国气象报记者 段昊书） L中国气象局的秒拍视频 ????????, 8月12日 12:01,4,4,25,秒拍网页版,FgJL08Rbx,1,11343,580,10
1295,#抗震救灾气象行动#【九寨沟震区一线直击】生活还在继续。12日中午，在震中安置点，藏族阿妈给老爷爷理发。她说，政府救灾物资都到位了。晚上气温虽然低，但有被褥御寒；饮食也能得到保障。（中国气象报记者 段昊书 黄彬） ????????, 8月12日 11:56,2,2,46,Weico.Android,FgJJ5iJPQ,1,11344,581,10
1298,#抗震救灾气象行动#【九寨沟震区一线直击】在沟口整装待发的一支中国地震救援队 （中国气象报记者黄彬 拍摄） L中国气象局的秒拍视频 ????????, 8月12日 10:33,3,1,46,秒拍网页版,FgJb9qEHF,1,11347,582,10
1304,#抗震救灾气象行动#【震区天气】今天白天至夜间，九寨沟震区阴天有分散性阵雨（1～3mm），13日之后以晴间多云天气为主；夜间最低气温10～15℃，海拔较高处6～7℃。今天白天至夜间，精河震区小雨（2～5mm），南部山区中到大雨，阵风6～7级，夜间最低气温16～20℃；13-15日白天，震区天气晴好；15日夜间 ????????...展开全文c, 8月12日 08:32,1,评论,11,Weico.Android,FgInXCZg2,1,11353,583,10
1317,#抗震救灾气象行动#【中国气象局应急办】鉴于四川、新疆地震抗震救灾气象服务保障工作已进入常规阶段。局领导于8月11日17时30分签发解除地震灾害气象服务Ⅲ级应急响应命令，请各单位继续做好后续工作。四川、新疆气象局要做好抗震救灾专题气象服务工作。 ????????, 8月11日 17:44,转发,评论,12,Weico.Android,FgCzI1s9L,1,11366,584,10
1318,#抗震救灾气象行动#【地震48小时回忆：那些戳中心尖的事】8日21时许，四川九寨沟发生7.0级地震，灾难发生以来，各渠道救援紧急展开，其中有不少瞬间令人动容…“你挡住飞石的那一刻 我决定嫁给你”、6岁小姑娘跳车自救、6岁小姑娘跳车自救…戳视频，你曾被哪个瞬间感动。????L华西都市报的秒拍视频 ?????? ????????, 8月11日 17:27,4,5,46,Weico.Android,FgCsNe948,1,11367,585,10
1319,#抗震救灾气象行动# 【卫星监测震区】14：15FY-4A气象卫星三通道合成可见光监测显示，四川九寨沟震区附近受积云影响，其西侧和南侧的积云发展较强。 ????????, 8月11日 16:03,2,13,22,微博 weibo.com,FgBUNuY7L,1,11368,586,10
1320,#抗震救灾气象行动# #九寨沟地震# 【一线直击】九寨沟县气象局预报员张爱梅正将逐三小时更新的抗震救灾专题气象预报发送给县决策部门及一线救援人员。 ????????, 8月11日 15:35,2,5,28,微博 weibo.com,FgBJoEnFn,1,11369,587,10
1321,九寨沟震区常年气候特征????#抗震救灾气象行动#  ????????, 8月11日 15:18,2,评论,15,Weico.Android,FgBCmwKj2,1,11370,588,10
1322,#抗震救灾气象行动#【未来能否实现地震预警？】中国地震局工程力学研究所副所长、研究员李山有：地震预警是指在地震发生以后，利用震中地区台站快速判定地震的时间、地点、大小及其影响程度，由于地震波按照每秒数公里速度向外扩散传播，这样，我们就有可能为远离震中但可能遭受地震影响的地区，抢在地 ????????...展开全文c, 8月11日 15:00,1,4,11,微博 weibo.com,FgBuXnyPO,1,11371,589,10
1325,#抗震救灾气象行动#【为何近期地震频繁？】中国地震局地震预测研究所副所长、研究员张晓东：据统计，每年全球发生18次左右的7级地震，200次左右的6级地震。我国每年平均发生20次左右的5级地震，4次左右的6级地震。今年上半年我国地震发生次数很低，仅有4次5级地震，所以公众感觉近期地震频繁并不真实。 ????????...展开全文c, 8月11日 14:00,7,3,19,微博 weibo.com,FgB6BnDYC,1,11374,590,10
1326,#抗震救灾气象行动#【地震速报是如何发出的，公众如何获取？】中国地震台网中心副主任、研究员刘杰：因受台站分布密度的影响，不同地区地震速报结果的产出时间有所不同，全国平均自动地震结果速报时间约3分钟，人工地震结果速报时间11分钟。我国地震结果速报以中国地震台网中心测定结果为官方结果，通 ????????...展开全文c, 8月11日 13:29,2,1,7,微博 weibo.com,FgAU1h8cn,1,11375,591,10
1327,#抗震救灾气象行动#【地震后，他们在路边免费分发食物和水】九寨沟地震后，各方救援投入到灾后救援。在九寨沟前往松潘县城的路上，当地村民聚集在路旁，向路人和过往车辆免费发放食物和水。他们说，“我们经历过地震，所以懂得这种心情。”点赞祝福！（央视新闻）L央视新闻的秒拍视频 ?????? ????????, 8月11日 13:27,15,7,72,Weico.Android,FgATzxK52,1,11376,592,10
1328,#抗震救灾气象行动#【震后影响救援的气象因素有哪些？】中央气象台首席预报员张芳华：地震发生后，对救援工作产生不利的天气因素有降水量、温度等多个方面。当出现降水天气，不仅为缺少帐篷等物资的群众带来不便，而且会造成路面泥泞，对交通产生影响。地震后如再遇强降雨天气，极易发生滑坡、泥石流等 ????????...展开全文c, 8月11日 13:04,3,1,8,微博 weibo.com,FgAJRfXxG,1,11377,593,10
